55.25,243.02,127.00
301.84,48.14,164.00
321.68,258.98,165.00
187.34,331.63,158.00
190.08,261.28,133.00
99.59,205.44,85.00
309.80,47.39,172.00
325.14,251.76,173.00
52.41,295.81,169.00
53.77,303.70,179.00
310.45,299.23,168.00
85.59,191.44,82.00
44.44,296.51,179.00
50.51,130.77,162.00
181.80,337.40,174.00
46.90,108.32,152.00
61.40,248.13,127.00
61.36,306.23,180.00
258.76,260.98,96.00
332.75,254.21,178.00
60.30,254.54,128.00
116.09,159.15,13.00
180.61,80.48,74.00
311.86,55.12,177.00
45.17,136.72,184.00
232.97,48.11,160.00
241.15,274.06,91.00
184.20,266.70,175.00
173.87,336.33,185.00
239.76,75.69,73.00
171.62,344.01,199.00
63.27,314.00,188.00
247.98,284.68,170.00
39.08,110.02,186.00
108.48,161.62,192.00
337.93,260.30,190.00
157.56,161.56,3.00
316.56,61.59,194.00
179.61,196.64,105.00
177.41,270.95,198.00
302.74,293.31,168.00
296.53,58.23,164.00
81.58,110.75,100.00
136.24,189.54,16.00
60.31,321.43,202.00
81.31,207.42,112.00
273.52,44.92,141.00
45.38,100.46,186.00
37.26,137.96,195.00
75.99,277.96,146.00
49.08,143.70,195.00
41.20,261.94,163.00
294.17,65.87,212.00
50.93,236.29,171.00
56.23,328.31,215.00
174.04,351.63,201.00
272.15,280.94,109.00
148.34,157.83,0.00
48.29,327.35,225.00
166.58,333.03,199.00
85.26,128.79,123.00
216.82,48.74,92.00
175.68,203.61,209.00
156.32,140.69,8.00
180.82,355.89,226.00
43.45,233.46,224.00
318.93,69.23,208.00
119.60,110.23,34.00
35.90,236.13,236.00
210.22,44.22,232.00
33.35,144.94,219.00
172.29,277.09,210.00
235.31,40.46,196.00
31.11,109.32,204.00
125.20,104.52,238.00
317.88,77.16,237.00
323.79,58.17,208.00
289.51,251.86,118.00
331.10,61.42,247.00
188.73,357.05,235.00
60.83,334.86,225.00
251.74,76.14,84.00
232.02,98.48,157.00
82.81,282.15,220.00
311.14,67.42,237.00
40.63,325.04,229.00
336.63,55.63,249.00
190.29,304.54,145.00
78.33,288.78,254.00
342.85,50.61,257.00
260.20,275.16,170.00
90.18,279.03,254.00
161.39,326.94,230.00
83.72,243.71,119.00
337.07,66.76,249.00
33.63,321.18,256.00
25.49,143.48,241.00
169.21,166.71,154.00
40.07,226.21,236.00
214.19,228.01,42.00
24.76,151.44,267.00
104.94,168.80,205.00
32.07,226.39,269.00
296.95,298.83,211.00
154.03,330.07,263.00
257.30,298.48,108.00
202.22,43.95,240.00
33.20,262.15,222.00
309.66,39.39,177.00
35.48,152.65,241.00
19.31,138.39,267.00
37.05,332.19,256.00
269.32,38.11,217.00
345.79,258.80,206.00
197.11,37.80,277.00
101.11,158.50,205.00
26.14,324.00,266.00
55.37,253.71,137.00
193.97,363.10,250.00
185.37,85.92,74.00
137.02,192.24,214.00
243.29,41.01,243.00
351.72,264.17,284.00
66.60,189.89,139.00
201.39,366.08,289.00
314.40,256.26,129.00
209.13,368.11,295.00
265.16,81.70,107.00
219.29,284.95,77.00
99.88,218.67,90.00
199.13,373.76,295.00
318.40,298.34,181.00
344.81,68.76,265.00
217.09,367.33,297.00
225.09,367.34,304.00
200.38,198.53,22.00
179.89,355.74,235.00
352.73,69.87,303.00
233.02,368.42,305.00
245.41,33.30,292.00
249.38,26.35,310.00
190.60,33.15,285.00
360.13,66.83,308.00
242.79,21.81,311.00
69.54,263.40,142.00
137.49,124.26,29.00
269.50,65.21,97.00
198.07,206.19,306.00
11.40,137.22,281.00
325.83,295.36,302.00
356.27,257.60,293.00
291.77,292.73,274.00
359.07,250.10,321.00
182.85,35.16,312.00
181.96,43.11,324.00
333.21,298.45,320.00
20.65,158.31,271.00
349.27,45.84,260.00
42.94,236.59,224.00
48.21,246.84,171.00
233.35,275.82,197.00
241.01,368.13,309.00
265.74,89.68,298.00
318.49,85.14,246.00
357.52,269.68,293.00
236.64,79.36,62.00
367.59,69.72,313.00
145.37,122.88,316.00
22.61,316.82,287.00
15.16,164.13,327.00
167.98,322.39,263.00
187.35,198.69,209.00
311.47,88.98,334.00
227.63,38.22,243.00
347.01,38.16,328.00
195.88,250.59,133.00
67.38,339.45,251.00
314.88,84.58,246.00
224.88,30.71,344.00
272.50,30.77,283.00
313.19,96.80,343.00
168.86,199.43,233.00
25.25,261.26,278.00
15.24,313.71,339.00
303.53,88.02,343.00
270.63,22.99,350.00
164.30,277.58,242.00
367.01,251.07,323.00
114.94,187.56,33.00
350.13,30.79,345.00
64.63,346.97,347.00
123.60,151.37,13.00
314.53,33.04,279.00
321.18,96.29,351.00
354.27,77.72,308.00
75.38,339.13,347.00
75.02,140.84,161.00
357.79,249.21,323.00
220.91,360.30,304.00
206.48,289.64,80.00
55.85,147.98,221.00
363.63,274.84,335.00
277.29,18.56,356.00
50.04,288.17,179.00
159.27,271.36,357.00
11.39,306.70,354.00
187.84,25.64,312.00
95.22,163.92,286.00
63.86,354.93,361.00
200.12,98.08,47.00
248.98,367.41,332.00
305.14,93.87,343.00
203.79,380.26,301.00
347.74,258.75,284.00
81.35,333.81,366.00
146.49,142.81,0.00
24.11,225.57,273.00
68.82,361.20,379.00
53.54,338.15,251.00
357.76,241.21,368.00
87.31,250.86,264.00
182.29,19.88,377.00
346.62,57.67,260.00
107.91,119.29,51.00
374.18,247.52,358.00
327.35,295.79,320.00
64.96,200.13,139.00
358.20,233.23,390.00
310.54,26.10,363.00
247.75,15.54,314.00
255.10,372.56,381.00
201.16,283.66,370.00
89.20,332.28,385.00
258.72,252.98,189.00
96.79,334.81,403.00
184.17,299.38,258.00
174.71,17.32,392.00
187.88,250.60,346.00
165.15,153.34,3.00
23.47,111.68,244.00
239.78,360.22,332.00
176.82,363.12,307.00
162.86,204.72,352.00
33.07,339.13,282.00
356.57,225.39,398.00
268.21,97.29,333.00
224.33,22.73,349.00
132.54,101.34,245.00
381.73,244.89,395.00
232.88,30.59,349.00
153.36,122.53,338.00
200.09,30.37,285.00
263.09,372.65,401.00
235.53,90.26,73.00
352.69,85.56,365.00
97.63,281.93,262.00
347.40,91.57,425.00
71.84,183.84,294.00
354.14,226.34,398.00
30.32,346.64,414.00
24.34,253.31,353.00
197.01,384.51,383.00
134.87,112.40,31.00
202.76,194.05,26.00
169.86,367.07,412.00
190.53,159.27,56.00
364.33,223.43,415.00
347.54,99.57,427.00
355.27,101.65,438.00
369.50,280.27,372.00
50.58,311.03,180.00
185.77,74.37,193.00
181.92,345.40,185.00
84.05,326.16,403.00
271.07,371.99,423.00
339.76,97.73,438.00
192.47,19.12,377.00
153.27,276.64,375.00
299.04,50.63,212.00
23.68,217.58,387.00
63.33,362.91,379.00
74.95,329.01,385.00
99.72,226.67,300.00
269.38,364.17,445.00
357.94,29.03,360.00
159.23,211.85,413.00
76.19,364.33,388.00
376.75,283.67,440.00
194.64,279.03,402.00
374.60,274.10,440.00
373.27,75.36,337.00
207.11,98.65,47.00
362.97,215.55,437.00
372.51,290.45,458.00
322.80,260.18,173.00
302.57,25.41,399.00
274.86,358.35,454.00
166.71,17.41,407.00
193.39,11.17,447.00
218.48,241.12,53.00
257.21,273.74,170.00
282.34,355.49,467.00
67.73,176.98,428.00
312.34,18.30,399.00
175.35,16.86,407.00
202.30,102.80,36.00
28.58,101.73,244.00
370.31,212.36,463.00
242.67,30.71,311.00
163.19,371.49,435.00
352.71,109.24,439.00
96.76,115.81,113.00
28.77,354.49,430.00
89.37,124.35,100.00
314.74,259.85,165.00
35.02,102.34,244.00
221.30,73.68,68.00
251.16,42.44,292.00
179.83,306.11,406.00
158.82,18.73,468.00
343.33,35.00,360.00
277.95,376.07,445.00
76.63,372.32,457.00
150.82,18.51,490.00
95.62,102.05,101.00
161.85,317.24,341.00
152.44,284.60,448.00
142.83,18.82,494.00
379.45,80.44,461.00
354.20,117.10,481.00
379.76,268.00,460.00
80.67,112.94,213.00
151.24,212.29,456.00
17.98,211.97,450.00
242.12,376.05,332.00
289.86,352.76,472.00
371.07,298.32,464.00
309.52,57.80,208.00
217.05,275.62,76.00
161.57,379.32,480.00
38.71,159.97,280.00
19.48,266.80,353.00
18.44,203.98,504.00
27.13,362.32,483.00
34.00,226.19,273.00
383.41,237.07,419.00
353.73,125.08,500.00
161.26,165.40,154.00
271.93,350.90,467.00
362.10,115.82,500.00
16.66,251.08,431.00
20.02,258.82,512.00
169.14,381.92,510.00
242.68,83.14,200.00
163.55,137.27,234.00
156.16,115.04,421.00
80.33,227.32,111.00
192.45,391.09,432.00
174.03,148.22,17.00
167.51,153.95,409.00
234.66,354.08,411.00
138.08,154.62,9.00
376.37,207.14,478.00
180.35,247.91,408.00
306.57,33.92,363.00
35.62,130.13,219.00
188.73,251.66,408.00
245.75,57.31,83.00
172.17,389.32,523.00
207.60,105.84,38.00
16.32,227.38,387.00
306.71,46.82,279.00
360.38,129.53,517.00
361.40,207.71,463.00
88.64,116.39,484.00
190.80,123.07,25.00
164.46,309.68,496.00
171.47,285.05,242.00
298.74,35.56,535.00
37.01,299.49,183.00
339.24,252.41,206.00
144.62,189.76,291.00
37.49,167.87,511.00
75.75,132.87,367.00
359.88,89.06,425.00
68.85,136.36,126.00
25.82,200.91,513.00
375.02,305.28,507.00
178.58,365.20,412.00
71.58,187.98,139.00
186.69,279.94,459.00
84.59,373.14,493.00
115.80,120.64,394.00
15.93,109.01,410.00
92.33,375.14,562.00
353.41,207.38,544.00
275.76,99.93,416.00
365.65,200.93,544.00
37.42,330.39,282.00
30.19,117.26,244.00
156.25,263.95,375.00
204.01,172.19,148.00
70.59,377.56,493.00
361.63,137.43,543.00
305.04,72.60,255.00
44.83,171.05,553.00
108.60,199.80,50.00
348.18,59.60,393.00
382.96,211.67,533.00
134.91,19.97,498.00
382.71,237.40,516.00
374.24,313.24,558.00
361.58,58.96,313.00
356.98,143.94,574.00
368.11,142.11,574.00
355.10,151.72,584.00
169.68,268.89,210.00
106.69,191.99,50.00
317.65,298.53,302.00
195.06,335.85,158.00
216.68,108.95,38.00
365.53,304.09,507.00
148.38,113.19,526.00
84.50,129.83,231.00
20.95,352.84,483.00
97.40,165.59,286.00
57.39,350.37,361.00
79.11,180.51,428.00
69.78,129.07,126.00
384.75,283.76,458.00
79.52,345.97,366.00
16.39,300.46,376.00
32.39,218.35,515.00
204.65,103.05,36.00
377.16,320.69,582.00
49.40,115.91,186.00
118.26,137.36,64.00
207.23,26.76,422.00
33.69,202.38,557.00
379.36,291.23,458.00
185.07,178.85,19.00
369.43,217.27,437.00
157.64,365.73,480.00
263.58,44.64,115.00
202.96,44.97,277.00
341.19,297.89,326.00
183.66,147.80,23.00
178.34,240.17,534.00
153.18,256.56,571.00
219.70,197.65,27.00
334.64,74.38,265.00
105.07,163.32,596.00
46.76,221.84,269.00
89.40,366.75,562.00
244.54,8.21,400.00
381.18,219.47,579.00
153.05,10.83,494.00
92.59,359.42,624.00
237.21,59.73,75.00
10.12,213.43,504.00
366.75,259.07,358.00
87.58,161.54,378.00
365.50,31.64,455.00
156.46,199.92,413.00
130.01,132.42,12.00
242.12,94.79,424.00
361.35,194.18,568.00
183.41,233.98,618.00
167.97,365.07,480.00
48.39,265.85,163.00
57.83,102.81,152.00
200.57,181.34,19.00
258.10,38.46,488.00
351.18,208.01,566.00
373.95,147.59,585.00
290.28,252.24,248.00
341.43,27.23,491.00
95.06,326.83,403.00
225.29,69.89,68.00
45.94,302.06,180.00
163.71,112.40,526.00
74.10,222.30,527.00
96.71,127.54,484.00
89.03,258.67,391.00
283.17,270.26,110.00
256.55,22.80,311.00
153.58,379.75,510.00
125.92,125.08,31.00
63.83,147.50,371.00
99.46,378.78,565.00
94.49,104.32,495.00
282.45,12.44,373.00
50.55,287.95,374.00
154.29,204.90,503.00
350.25,238.46,390.00
201.16,13.08,469.00
307.68,11.80,474.00
3.09,217.25,630.00
213.08,159.79,117.00
42.14,152.74,511.00
37.79,269.18,222.00
60.66,274.60,146.00
265.01,296.33,276.00
357.61,302.96,592.00
44.58,106.85,186.00
283.70,381.63,492.00
198.14,88.24,72.00
139.41,193.05,291.00
381.92,148.18,645.00
379.19,88.44,499.00
59.40,369.88,451.00
182.92,257.16,537.00
18.75,266.72,522.00
295.75,42.98,549.00
257.69,78.84,298.00
94.95,289.47,426.00
386.33,295.16,610.00
357.51,217.45,415.00
372.31,327.06,605.00
246.38,287.96,102.00
289.73,62.44,212.00
303.73,61.71,212.00
158.21,250.35,619.00
352.30,23.36,455.00
157.93,242.35,693.00
199.97,178.60,19.00
150.47,239.47,695.00
372.88,28.57,633.00
165.80,173.95,268.00
109.00,182.21,359.00
86.49,104.69,661.00
253.82,361.03,381.00
356.87,187.55,637.00
164.11,104.41,651.00
385.77,295.75,687.00
235.43,256.52,87.00
357.93,277.67,335.00
212.67,286.20,79.00
225.68,14.84,417.00
207.61,185.12,642.00
376.20,334.05,689.00
283.40,97.57,567.00
36.59,106.39,675.00
186.52,242.71,408.00
18.59,150.58,327.00
56.21,377.22,681.00
297.87,18.94,466.00
11.12,269.13,683.00
382.57,282.65,600.00
303.77,54.83,212.00
264.03,380.59,423.00
28.44,362.96,514.00
347.10,250.91,551.00
357.07,233.78,429.00
58.71,356.38,451.00
70.19,250.12,131.00
334.14,267.35,206.00
350.03,183.40,703.00
387.44,265.74,501.00
283.66,23.41,373.00
384.20,334.10,711.00
83.69,120.35,502.00
381.82,339.74,711.00
82.29,371.50,562.00
150.26,220.23,503.00
250.40,379.04,401.00
298.58,296.94,322.00
158.26,219.99,735.00
388.57,249.05,419.00
130.61,171.67,6.00
256.03,278.30,94.00
195.69,266.98,175.00
249.96,366.72,381.00
37.66,102.56,218.00
196.50,277.16,402.00
281.45,43.86,217.00
151.15,194.38,552.00
378.68,34.09,698.00
181.80,37.27,324.00
208.29,130.39,40.00
386.21,154.93,679.00
257.55,289.20,170.00
366.20,332.21,689.00
369.19,192.57,637.00
189.60,293.51,406.00
145.59,11.32,498.00
35.32,102.51,244.00
130.46,101.88,418.00
190.72,299.31,145.00
278.07,387.31,676.00
158.32,106.50,651.00
353.62,241.00,724.00
32.33,252.97,431.00
391.42,272.68,729.00
199.71,76.59,54.00
226.91,95.35,157.00
391.28,330.37,731.00
161.27,129.60,525.00
163.95,261.76,571.00
378.63,347.08,733.00
211.75,381.05,383.00
366.81,256.98,631.00
21.29,103.07,564.00
100.88,118.62,51.00
329.06,97.64,364.00
383.00,95.47,680.00
373.44,327.20,689.00
38.39,227.26,236.00
89.89,153.88,632.00
71.25,314.50,202.00
361.44,122.93,517.00
24.37,301.00,602.00
219.16,145.18,55.00
309.25,10.90,667.00
128.06,123.33,658.00
60.46,206.74,397.00
371.36,265.61,631.00
28.71,117.90,570.00
3.94,309.62,376.00
390.99,234.51,516.00
124.02,186.05,33.00
52.48,206.13,786.00
74.89,219.83,652.00
271.00,288.86,227.00
50.00,382.25,716.00
291.14,23.27,717.00
88.86,196.73,81.00
53.43,389.48,795.00
182.58,313.62,489.00
104.40,385.07,660.00
379.80,354.99,770.00
233.76,45.53,196.00
27.90,132.24,536.00
158.73,174.07,154.00
225.78,359.37,305.00
75.37,174.60,473.00
176.81,379.64,523.00
15.21,313.77,339.00
88.44,266.65,654.00
360.86,338.17,753.00
232.59,60.31,75.00
178.41,272.81,210.00
291.45,383.63,676.00
386.80,204.65,579.00
356.17,49.88,328.00
383.58,27.76,748.00
171.53,137.86,525.00
143.98,3.48,756.00
21.02,356.48,483.00
159.09,227.95,738.00
178.98,282.30,548.00
245.64,81.12,200.00
154.94,313.23,496.00
359.05,229.45,437.00
381.72,309.64,558.00
79.39,251.92,391.00
331.74,289.10,396.00
158.18,357.75,613.00
390.88,212.83,579.00
274.18,256.04,118.00
379.86,227.36,626.00
82.15,353.53,601.00
288.50,276.23,655.00
382.88,362.38,801.00
209.78,19.17,608.00
354.24,342.67,810.00
15.05,361.80,819.00
321.53,36.91,363.00
51.03,345.74,389.00
152.80,305.51,823.00
26.10,130.62,803.00
151.74,1.56,818.00
94.10,232.38,98.00
111.61,381.59,800.00
94.56,128.64,653.00
95.31,250.68,391.00
265.52,265.25,189.00
204.57,70.25,765.00
168.20,191.46,352.00
389.44,357.81,834.00
39.06,159.80,280.00
118.56,377.64,844.00
197.16,159.34,116.00
365.84,205.73,478.00
43.22,343.97,839.00
166.88,302.06,547.00
390.75,93.48,776.00
15.75,196.44,513.00
47.35,142.18,221.00
126.56,377.62,852.00
11.73,369.08,837.00
242.06,21.16,400.00
19.41,224.34,450.00
279.07,54.13,150.00
132.34,140.07,635.00
208.27,362.00,295.00
378.47,369.05,834.00
378.16,281.27,460.00
116.40,388.00,844.00
170.38,374.02,523.00
67.14,291.64,159.00
18.24,129.13,841.00
206.07,87.15,677.00
212.83,119.98,32.00
137.44,-1.13,818.00
42.46,111.93,606.00
222.52,7.49,709.00
305.86,25.95,535.00
366.30,321.78,689.00
81.91,153.34,779.00
178.47,313.99,489.00
352.70,350.52,836.00
215.69,257.42,65.00
257.21,281.21,752.00
381.48,228.11,831.00
57.74,140.20,371.00
296.10,377.11,813.00
322.77,44.81,838.00
126.96,19.08,580.00
372.63,185.35,754.00
83.33,258.88,826.00
79.08,132.85,161.00
301.28,263.13,129.00
377.41,68.52,461.00
256.45,73.78,84.00
159.60,301.30,840.00
199.40,256.37,133.00
35.51,111.30,570.00
248.49,13.07,400.00
386.33,141.50,679.00
392.41,210.97,829.00
19.87,232.35,387.00
20.43,111.02,773.00
367.41,291.21,507.00
7.74,316.61,808.00
253.88,31.66,643.00
39.41,207.97,609.00
4.82,264.20,718.00
389.20,162.35,751.00
31.36,139.45,803.00
330.47,42.64,888.00
365.71,235.99,398.00
288.19,71.18,223.00
245.78,17.10,400.00
243.06,254.12,706.00
384.48,133.72,900.00
21.71,259.12,512.00
82.34,318.34,444.00
338.15,97.18,446.00
352.84,194.46,703.00
10.46,295.08,602.00
185.59,117.00,546.00
171.65,259.59,769.00
34.52,368.17,722.00
129.92,1.60,875.00
361.66,281.83,440.00
99.78,320.37,648.00
98.54,218.87,300.00
215.30,152.11,669.00
182.59,338.87,185.00
7.16,164.23,340.00
63.10,297.26,169.00
144.40,151.96,1.00
63.78,139.50,659.00
198.05,126.03,30.00
385.05,66.16,894.00
145.36,181.79,552.00
87.00,328.15,385.00
353.95,279.69,926.00
175.57,278.18,548.00
114.87,195.56,359.00
70.40,188.08,560.00
129.97,163.69,740.00
7.86,172.20,931.00
116.46,135.59,64.00
9.38,222.18,668.00
270.69,390.40,760.00
191.43,371.60,301.00
276.76,263.61,830.00
294.27,359.44,506.00
151.44,320.42,823.00
73.87,108.73,502.00
31.99,154.87,271.00
134.01,178.91,740.00
33.20,174.63,553.00
199.46,31.20,422.00
319.16,58.38,194.00
205.47,164.32,572.00
370.05,177.77,890.00
81.09,225.58,98.00
364.18,216.17,463.00
239.54,75.79,524.00
270.39,382.41,947.00
57.11,118.06,606.00
72.44,249.21,726.00
7.40,362.36,861.00
144.82,199.29,747.00
318.91,67.23,237.00
97.06,211.00,928.00
172.63,302.62,489.00
189.20,17.76,377.00
205.78,375.38,297.00
181.34,257.09,682.00
86.59,103.42,701.00
297.64,388.69,813.00
76.49,337.55,366.00
182.70,264.39,175.00
6.26,131.08,319.00
60.44,393.32,798.00
400.07,208.67,901.00
338.79,34.78,647.00
219.90,352.37,369.00
235.99,287.20,91.00
178.15,264.25,923.00
361.29,137.93,585.00
174.21,260.72,973.00
215.66,366.34,369.00
326.06,89.95,364.00
15.51,305.72,354.00
386.49,58.29,936.00
4.35,354.96,966.00
163.43,310.70,547.00
40.35,373.65,924.00
82.25,259.61,891.00
314.66,257.55,296.00
159.35,293.30,896.00
197.66,293.49,121.00
304.09,377.33,887.00
166.56,348.81,226.00
228.03,281.80,331.00
383.02,309.02,825.00
205.04,210.13,318.00
16.28,251.72,521.00
173.83,327.84,341.00
374.33,290.23,464.00
159.75,146.01,3.00
258.09,92.02,333.00
309.92,77.98,246.00
119.09,17.65,889.00
140.53,100.89,418.00
140.89,183.03,214.00
361.48,311.00,592.00
175.24,161.11,17.00
148.41,17.46,494.00
198.63,214.93,1002.00
45.30,334.77,229.00
78.87,207.42,216.00
384.06,333.63,731.00
212.89,99.08,38.00
173.08,294.63,970.00
30.00,241.53,239.00
74.64,269.57,315.00
85.47,381.09,562.00
326.09,82.63,334.00
23.03,308.84,339.00
65.74,346.71,361.00
66.71,211.73,786.00
111.41,19.88,1009.00
46.96,161.11,851.00
42.05,381.38,795.00
391.70,70.61,936.00
334.62,23.03,647.00
318.80,56.06,957.00
310.56,382.04,998.00
103.57,18.28,1028.00
87.54,251.23,391.00
279.30,275.64,109.00
166.97,294.06,856.00
134.93,199.97,291.00
263.73,54.80,115.00
239.40,368.22,411.00
222.89,72.35,487.00
175.05,341.30,443.00
265.67,281.00,261.00
74.58,261.88,994.00
206.21,138.11,750.00
374.80,361.94,867.00
178.75,293.50,406.00
127.82,127.30,29.00
359.15,276.96,707.00
199.76,143.80,116.00
327.54,26.77,1032.00
